dataset,compartment,stratum,age_group,metric,n_donor,point,ci_lo,ci_hi,n_young,n_old,power_at_d_observed,mannwhitney_p
HLMA,Vascular,within_country_China,old_vs_young_effect,senescence_score,14,-2.2260330786531637,-5.2820782690806825,-1.1699060393162661,5.0,9.0,0.9550002309268624,0.006993006993006993
HLMA,Vascular,within_country_Spain,young,mean_SASP,3,-0.07479521065993305,-0.08644085704919065,-0.06431987773489069,,,,
HLMA,Vascular,within_country_Spain,young,SASP_high_fraction,3,0.02621732668939593,0.0,0.05913978494623656,,,,
HLMA,Vascular,within_country_Spain,young,senescence_score,3,-0.007390534174278485,-0.0314624370554442,0.010643700878794597,,,,
HLMA,Vascular,within_country_Spain,young,total_load_caveat,3,-12.188365153074264,-15.093103925122156,-9.508494275410971,,,,
HLMA,Vascular,within_country_Spain,old,mean_SASP,6,-0.05563502493378165,-0.08408184918843764,-0.013845435523588941,,,,
HLMA,Vascular,within_country_Spain,old,SASP_high_fraction,6,0.07747233011844475,0.027692173729365818,0.15324746732754263,,,,
HLMA,Vascular,within_country_Spain,old,senescence_score,6,-0.0073747477866525175,-0.026351925447354017,0.010583203267264934,,,,
HLMA,Vascular,within_country_Spain,old,total_load_caveat,6,-12.077606774480254,-32.45836994363588,11.613266470675107,,,,
HLMA,Vascular,within_country_Spain,old_vs_young_effect,mean_SASP,9,0.4346599568522502,-0.9094071964678502,1.2344853013253694,3.0,6.0,0.08336887798661431,0.7142857142857142
HLMA,Vascular,within_country_Spain,old_vs_young_effect,SASP_high_fraction,9,0.6353644656659307,-0.3574731989971114,1.720490437093931,3.0,6.0,0.12224979060684549,0.5476190476190476
HLMA,Vascular,within_country_Spain,old_vs_young_effect,senescence_score,9,0.0006297926600102634,-1.4366758542750682,1.8936952972036385,3.0,6.0,0.05000006898074846,1.0
NA_atlas,FAP,pooled,young,mean_SASP,5,-0.017692010993178787,-0.04345932348834979,0.012262318117024568,,,,
NA_atlas,FAP,pooled,young,SASP_high_fraction,5,0.25760308842149027,0.22566025338622014,0.2891552266927544,,,,
NA_atlas,FAP,pooled,young,senescence_score,5,-0.018973212701184395,-0.032485320089528064,-0.005247506059426931,,,,
NA_atlas,FAP,pooled,young,fibrotic_score,5,-0.020098155130578988,-0.17202475784832852,0.12584550275726386,,,,
NA_atlas,FAP,pooled,young,total_load_caveat,5,-51.957002244130855,-108.95282565982987,-3.4075706474223026,,,,
NA_atlas,FAP,pooled,old,mean_SASP,7,0.04330125766743697,-0.028070267250921824,0.11032014491407555,,,,
NA_atlas,FAP,pooled,old,SASP_high_fraction,7,0.3827862943698209,0.247978306010533,0.5089713088990873,,,,
NA_atlas,FAP,pooled,old,senescence_score,7,0.015918097559931118,0.0034340257047527373,0.026115944252322446,,,,
NA_atlas,FAP,pooled,old,fibrotic_score,7,0.13393984332785352,-0.031639483121409545,0.34942989945448916,,,,
NA_atlas,FAP,pooled,old,total_load_caveat,7,111.92733546269385,8.961000864522434,218.04699085483315,,,,
NA_atlas,FAP,pooled,old_vs_young_effect,mean_SASP,12,0.761010883427736,-0.19944130604481813,2.314911748114255,5.0,7.0,0.21775913739213823,0.5303030303030304
NA_atlas,FAP,pooled,old_vs_young_effect,SASP_high_fraction,12,0.8668044239476107,-0.08457704252807821,2.6029453938608524,5.0,7.0,0.26820007803241525,0.4318181818181819
NA_atlas,FAP,pooled,old_vs_young_effect,senescence_score,12,1.9871541484554378,0.8741446068665975,6.582926462837358,5.0,7.0,0.8631491751909844,0.010101010101010102
NA_atlas,FAP,pooled,old_vs_young_effect,fibrotic_score,12,0.6156406758333992,-0.512547568126228,1.8992332932224933,5.0,7.0,0.15877899193120576,0.5303030303030304
NA_atlas,MuSC,pooled,young,mean_SASP,5,-0.12636331536154305,-0.16993291529058846,-0.08678756931173179,,,,
NA_atlas,MuSC,pooled,young,SASP_high_fraction,5,0.27053875149076145,0.1747548372061825,0.36271892769831104,,,,
NA_atlas,MuSC,pooled,young,senescence_score,5,-0.010293662673720236,-0.02102874856643095,0.0013746127974304607,,,,
NA_atlas,MuSC,pooled,young,regen_score,5,-0.09712838736431517,-0.11461604296544885,-0.08148128419455405,,,,
NA_atlas,MuSC,pooled,young,total_load_caveat,5,-294.5759435514736,-459.65882324217216,-129.49306386077495,,,,
NA_atlas,MuSC,pooled,old,mean_SASP,7,-0.11462995326103621,-0.1774909043847362,-0.03215358087857201,,,,
NA_atlas,MuSC,pooled,old,SASP_high_fraction,7,0.2900944731853857,0.1510335894797552,0.4630796166098441,,,,
NA_atlas,MuSC,pooled,old,senescence_score,7,0.003745709064670169,-0.0067079978662177115,0.014748449928785178,,,,
NA_atlas,MuSC,pooled,old,regen_score,7,-0.08119026000696151,-0.12259093867115142,-0.042843375980366305,,,,
NA_atlas,MuSC,pooled,old,total_load_caveat,7,-98.82208866636381,-198.117025807965,2.8723702505577444,,,,
NA_atlas,MuSC,pooled,old_vs_young_effect,mean_SASP,12,0.1295128727231615,-1.8033523496789907,0.9509469046751975,5.0,7.0,0.054632320530838045,0.7550505050505051
NA_atlas,MuSC,pooled,old_vs_young_effect,SASP_high_fraction,12,0.10193598699812882,-1.657465612721769,0.9654596402246193,5.0,7.0,0.052866826530584485,0.8762626262626263
NA_atlas,MuSC,pooled,old_vs_young_effect,senescence_score,12,0.9443599068162793,-0.12829706035009877,3.0004481956456988,5.0,7.0,0.30871133379540017,0.148989898989899
NA_atlas,MuSC,pooled,old_vs_young_effect,regen_score,12,0.34205924338192456,-1.0367162623349613,1.5956560615587743,5.0,7.0,0.08276553614293779,0.8762626262626263
NA_atlas,Vascular,pooled,young,mean_SASP,5,0.0930173957672317,0.07029504510127327,0.11573974643319011,,,,
NA_atlas,Vascular,pooled,young,SASP_high_fraction,5,0.2824858019766059,0.24938542320588247,0.3148360009480553,,,,
NA_atlas,Vascular,pooled,young,senescence_score,5,0.003766220578484074,-0.003377714570031402,0.010241361485971774,,,,
NA_atlas,Vascular,pooled,young,total_load_caveat,5,62.86150152108561,17.27790750336852,117.39206970750347,,,,
NA_atlas,Vascular,pooled,old,mean_SASP,7,0.1348526551609486,0.027141146224403646,0.25179249130383746,,,,
NA_atlas,Vascular,pooled,old,SASP_high_fraction,7,0.3060035827676386,0.1792024843011416,0.4454636931258302,,,,
NA_atlas,Vascular,pooled,old,senescence_score,7,-0.007988188676109322,-0.01569278948664252,-0.0004512892981017657,,,,
NA_atlas,Vascular,pooled,old,total_load_caveat,7,69.12654778246039,-51.23686466153793,225.82559918122115,,,,
NA_atlas,Vascular,pooled,old_vs_young_effect,mean_SASP,12,0.3299899274554462,-0.8303440156433948,1.294276204584306,5.0,7.0,0.08046289495524998,0.638888888888889
NA_atlas,Vascular,pooled,old_vs_young_effect,SASP_high_fraction,12,0.1553385040699302,-1.1640743481219182,1.063143676689122,5.0,7.0,0.05667138503779115,0.638888888888889
NA_atlas,Vascular,pooled,old_vs_young_effect,senescence_score,12,-1.1126597485302232,-2.63553124477931,-0.15762690753494416,5.0,7.0,0.40459167950929364,0.148989898989899
