gene_symbol,logFC,moderated_t,p_value
SLC38A1,-0.19169475954360016,-2.3409545745062403,0.02412174467731561
ANXA9,0.16889140306986294,2.3402695424758746,0.024160716319618643
SP7,0.17574819838554506,2.3398696695265695,0.024183491330046172
PSG5,0.16794309738295815,2.3397830812150215,0.02418842556045622
OR6B1,0.19107621531387048,2.3397266620587,0.024191641089769175
MEX3C,-0.19588863182156202,-2.339456445386264,0.02420704702825418
ETFBKMT,0.17610342155827935,2.339431531239589,0.024208467909133998
CBL,0.18095561848125513,2.3393065252391874,0.024215598268429013
FCRLA,0.17604541531728451,2.3391729840970044,0.02422321755765006
MOG,0.17337463342879395,2.3378364276084915,0.024299594508781427
ZNF107,0.16860181899230625,2.337812344758973,0.024300972694717093
NPVF,0.16361164110594484,2.3373802413579434,0.024325712551164433
CNPPD1,-0.18713770296448318,-2.33703284024713,0.024345619224790168
DCLRE1B,-0.17260027435819641,-2.336992019264868,0.024347959296788436
DHH,0.17122276136732945,2.3368061516040215,0.024358616756556855
ARHGAP9,0.18981115460281228,2.33677101583342,0.02436063187617943
WHSC1,0.17023197549290497,2.3360979879644956,0.024399260531079443
MANBAL,-0.19371507520072662,-2.335613244514738,0.024427116610281935
ZBTB48,-0.18062001839931274,-2.335508640330757,0.024433131499075774
PINX1,-0.18490573665474452,-2.335272247913893,0.024446729297620318
AICDA,0.17702868129950539,2.335159317305791,0.024453227706751922
ICAM4,0.17548532548444884,2.3347785779706975,0.024475148168515145
TRERF1,0.17365594417518598,2.3341952646368753,0.024508765732922672
SLC35D3,0.17090823300118252,2.334105493408465,0.024513943116063853
LRRC74A,0.18263365278600402,2.334037213279168,0.024517881698886166
DIEXF,-0.1732541471212704,-2.3339761948970295,0.024521401885231827
MICB,0.16623834909190333,2.3339509196573887,0.024522860161591352
ZNF749,-0.1969006310047957,-2.3338773483366366,0.024527105364494133
JAKMIP1,0.17628384396583824,2.3328792810571994,0.024584760945857907
PFKFB1,-0.16393604026736186,-2.3327378799502783,0.02459293912971187
KRTAP1-3,0.15801641165766528,2.331635761838317,0.024656765842689825
CRMP1,0.17407335544205538,2.331233767120118,0.024680083458808223
BTN3A1,0.16874831975541676,2.331201302771309,0.024681967409900963
PDCD4,0.17856187089370662,2.3309716082223817,0.02469530059095555
KRT10,0.1746836836058921,2.3308342212136903,0.024703278645294265
SSX4,0.1666466580272496,2.330732557597018,0.024709183734064843
MEP1A,0.1720266247545501,2.330493765804851,0.02472305883949076
ALKBH1,-0.17018486445194292,-2.3302381060300275,0.024737921818792762
SPATA32,0.17074337403230427,2.3302175892350108,0.024739114926169686
MRGPRD,0.16404358251487555,2.329738292847347,0.024767002015271267
NELL2,0.17405198973365288,2.3291339578863974,0.024802204489034634
PSG4,0.16339205548684455,2.327789519923574,0.024880679044911806
CALCOCO1,-0.17780024246357395,-2.32722947566277,0.02491343440089127
KLB,0.18903498630001775,2.3271039351735947,0.02492078220550593
PTPRH,0.16801484012166928,2.326460662783175,0.024958463048301655
DGAT1,-0.16633087280980108,-2.3257499006742077,0.025000156668317647
TUBGCP3,-0.18543558990076459,-2.3255318784547887,0.025012958467575296
ZSCAN2,0.17106534717833743,2.3253888213232896,0.025021361672523567
ZNF3,-0.16547578127384466,-2.3252688929307226,0.025028408242376433
GPHB5,0.16261885777933466,2.3250509617319532,0.025041217669551627
PRKD2,-0.19184840370760747,-2.324648458358044,0.025064891232341676
OR8D2,0.1941604864833666,2.3246292812026548,0.025066019653277743
CCDC110,-0.17109846962283382,-2.3244804577863265,0.02507477826053746
OR8U1,0.17485741236600705,2.323946647027476,0.025106216867783842
PXN,-0.18767572642325492,-2.323797977129595,0.025114979025583774
FOXG1,0.1787474454301653,2.3237843696372726,0.025115781147386038
DHDH,0.16000390217384886,2.3237782906911595,0.025116139490874774
RBM45,-0.17832008412083167,-2.3236382125983805,0.025124398125831417
GRIK2,0.17877868568782118,2.3235332617547644,0.025130587347110225
LPAR1,-0.19294172782548347,-2.323487594414818,0.025133280894686087
OR4D1,0.17542224309510474,2.323374874033814,0.025139930468243078
FAM193A,-0.18950528037454162,-2.323271360162397,0.025146038323697936
C12orf4,-0.16128327987495206,-2.322491366862075,0.025192104798163178
GUCA1A,0.18134600325055183,2.3221460331048878,0.025212524407211726
AGA,-0.1811760716497024,-2.3219977234930784,0.025221298521048312
MCHR2,0.19113087584556404,2.3219579346732666,0.02522365292498181
HSPBP1,-0.17612937410035723,-2.321436831247223,0.025254506120304727
ZCCHC3,-0.17816829980566706,-2.321192760748473,0.025268968544041235
NANS,-0.16860300357303737,-2.3207783057999505,0.025293544134285122
VWA5B2,0.18061752834817257,2.320606536254434,0.025303735691708986
ARL4A,-0.20481738159378104,-2.320589928277986,0.025304721283658984
PPP4R2,-0.19030588315192876,-2.3204666024833647,0.025312041067611254
PTPRCAP,0.164473708005753,2.3200554137021223,0.02533646017152961
JMJD6,0.16518314547234664,2.319923361178666,0.02534430680270318
ZFP42,0.17110221367729112,2.319469668519983,0.025371282070371075
WEE1,-0.1939680077697873,-2.3193531509697527,0.02537821402462491
HBG1,0.4417725455266023,2.318890345263277,0.025405764401382633
C3orf67,0.16287129468649558,2.3188778759274054,0.025406507059796885
ZNF260,0.16793803649861294,2.3186900478873302,0.025417696223846153
OLFML1,-0.18400421544732337,-2.3186421275837623,0.025420551606918466
DNAH12,0.18796415126022814,2.3183839026352127,0.02543594317111496
OGG1,-0.18537227621030272,-2.3179610780063373,0.025461163785912944
MRPS18B,-0.20421476113518622,-2.317927535781091,0.025463165469900486
PMS1,-0.17106406679832875,-2.3176958846895883,0.025476993458482425
NOV,-0.2681627501703223,-2.317235200096296,0.02550451319452759
KCNMB3,0.16786633721838862,2.317221988292003,0.025505302815918732
OR2B11,0.1670757700985107,2.3165936792263766,0.02554287987500835
SAG,0.1677124899047016,2.3151846536509373,0.025627329489263932
ZNF45,-0.16517300661783463,-2.3151539666159007,0.025629171491066898
HBZ,0.17283393660065943,2.3150780970399594,0.025633726102780915
OOSP2,0.17521586388586752,2.31445017633536,0.025671449376387354
ELMO3,0.16846627495259475,2.3141006744831962,0.025692467771692887
PTN,-0.24059233052711704,-2.313827886915441,0.025708883428146395
PHC3,0.16563448439218204,2.3137673506498606,0.025712527619754948
SPATA6,0.17606107846465668,2.3133840191772026,0.025735614344730675
WFIKKN1,0.1670407076207308,2.313058903847848,0.025755209472296446
LRRTM1,0.17213158409216833,2.3129595036925705,0.02576120311863869
FBXO2,0.15941134507607718,2.3128281691100474,0.025769124269163772
GRAMD3,-0.20425348152935652,-2.312760477029537,0.025773207817476662
DGAT2L6,0.1779989136487679,2.312749765379063,0.025773854054663425
MYL6B,-0.2237502574929635,-2.3123682971321955,0.02579687762146834
MBD6,0.16525993242951198,2.3120958101189544,0.02581333489495169
CLDN19,0.17268843386963584,2.311387563382077,0.02585615456758505
CYTH4,0.17569090578700342,2.3113118538809223,0.025860735628803134
ANKRD1,-0.42132734997812893,-2.310965181969507,0.0258817214848905
SLC24A4,0.16886889089329876,2.3109230510018715,0.025884272931455225
WDR75,-0.19345040079039055,-2.3107789024607666,0.025893004255415655
KNDC1,0.17193225681081692,2.310558145357319,0.025906381006945558
TEAD3,-0.19489505905929938,-2.310488541657502,0.025910599919004226
POSTN,0.19462266622869007,2.310440747983884,0.025913497209222838
PCP2,0.1769986991665745,2.310015403778521,0.025939294700948582
LIPM,0.15947737915442367,2.309858779962655,0.025948799865238834
CHL1,0.1649546945224219,2.3097825274217,0.025953428598239008
PIWIL4,0.17563630821711163,2.3097618202051766,0.02595468570933605
EDEM2,-0.18235718822682667,-2.3095937140085825,0.02596489326097668
HIST1H1A,0.16264374273540422,2.3094738512737507,0.02597217362491773
PCOLCE,-0.22420139564536434,-2.3094616574631437,0.025972914369432623
ZNF367,0.16997758065454432,2.3089346149541052,0.026004949022761063
CCL5,0.26298706749434864,2.3089068478642827,0.026006637740865375
CFHR3,0.16876213009141916,2.3087277720970105,0.026017530997141387
RNF133,0.16665989461399877,2.308385969735641,0.026038334330396384
BFSP2-AS1,0.17388288505413269,2.307946605189005,0.02606509754135442
LRRN4CL,-0.20746694289415024,-2.3079005723724926,0.026067902984783457
CHKA,-0.1735509440138412,-2.3078840386216632,0.026068910690707634
MFAP5,-0.2944842403444381,-2.307626698311244,0.026084599674161074
TRIM16,-0.19376952058119667,-2.307548378464395,0.026089376192603767
CCDC114,0.1674559072754046,2.306909416072047,0.0261283740839553
CBLC,0.1714252180462844,2.306650975586488,0.026144162347815806
KANK3,-0.20851657191575046,-2.306617726664592,0.026146194162058826
PPP2R5C,0.16292445357258584,2.30611382662042,0.026177004398458437
CDKN2A,0.1585137064052028,2.3060331254151065,0.02618194177637294
CHRNA6,0.16909676359753334,2.305977570163065,0.02618534118523827
FOXM1,0.16790002396513964,2.3058739415977376,0.026191683241897707
SHISA5,-0.19629729549098018,-2.3056300256728286,0.02620661629974818
DERL1,-0.18482883336099598,-2.304323831455629,0.02628671415009562
EMC8,-0.16152359770644575,-2.3040780329311765,0.026301811382504398
TRIM43,0.16861517939794995,2.303772402685052,0.026320594378852792
FARP1,0.1614894407205104,2.3037640345961683,0.026321108822058733
C2orf48,0.16908438777718238,2.303637553844095,0.026328885548756568
ITGB1BP2,-0.1832020421478867,-2.3035389574159906,0.026334949222129936
SLCO1A2,0.1747629868617238,2.3034553610246546,0.026340091373886088
NTF3,-0.18801372448114106,-2.3029503257067105,0.026371176056086444
ZFP69B,0.1748540508867822,2.302558213151506,0.02639533304387879
RCAN2,-0.2125500679163077,-2.3024476546655785,0.026402147831396987
EPB41,0.16648796184752573,2.3023790371075323,0.026406378186620276
MRPS12,0.1755713344949938,2.30221164400267,0.026416700719732053
HCFC2,-0.17307041647704446,-2.3019805113554477,0.02643095978053369
TEKT1,0.17685949398778972,2.301479496320966,0.026461892116399183
CCDC155,0.1631471121195962,2.3012204131067318,0.026477900452151346
PRDM9,-0.186972163192888,-2.3008513583432073,0.026500718724935275
XKRY,0.17562187049224337,2.3006232309100607,0.02651483241009453
MPC1L,0.19242943775634347,2.3002849659006057,0.026535772423746322
SIMC1,-0.16743514103464252,-2.2998350777781518,0.026563645310949745
TP53BP1,-0.18399816647749434,-2.2995897083317534,0.02657885825480401
ZNF846,0.16885471666171725,2.2992494914534674,0.026599964657669638
THAP9,-0.1632685057216614,-2.298967024907993,0.02661749973823371
MICAL3,-0.17129303842231514,-2.298874350982711,0.026623255044098047
GYPE,0.17391641923466722,2.298491321145513,0.026647054068785654
C7orf34,0.17222394317580114,2.298463301139224,0.026648795800006963
RSRC1,-0.18115429160592922,-2.2977522691654477,0.026693027854921333
ANKRD53,0.16478198097668,2.2973063080938143,0.026720803832064433
GATB,-0.17324757281542646,-2.29706385261054,0.026735915638671427
DCLK1,-0.18111080990390327,-2.296929489017564,0.026744293568946555
NCF4,-0.17999877650488266,-2.296738542895046,0.026756203613504066
EMC3,-0.20413240112126896,-2.2964308602929333,0.02677540494808724
NEK5,0.16975233669187179,2.2963656235052032,0.026779477719121637
FSHR,0.16667335729491445,2.296270864727326,0.026785394552833457
ELP3,-0.17044277828971788,-2.296192211946306,0.026790306600327978
TNFRSF18,0.16115428199817589,2.296129472119983,0.026794225425060134
ZNF536,0.1717446226653092,2.295057660343756,0.026861251694825183
CLYBL,-0.17518789658225542,-2.2947351610768907,0.026881448684338886
ITGA9,0.17022085596017256,2.294477303487425,0.02689760716827351
HSPB2,-0.20737190399568262,-2.2943014768823002,0.02690863021470897
FGFR4,0.16783781203618675,2.294280445455118,0.02690994900248841
MGAT1,-0.17981747392551128,-2.2940986296140613,0.026921352280815485
RP1,0.16679134102905863,2.293650693312326,0.026949464773791607
EXOSC3,-0.191630018945955,-2.2935405072837556,0.026956384075207406
PTGDR2,0.17768290528510067,2.292724278085534,0.027007689959190024
TSPAN9,-0.1919156505025731,-2.292715143112761,0.027008264651992166
SREK1,-0.21883970005703246,-2.292534226017373,0.0270196486314833
MOB1B,-0.18952767925623887,-2.2924488487841175,0.027025022376588624
PNKD,0.1604802308817888,2.290940994463477,0.027120086202719277
CDK16,0.16246118218010847,2.2897637740438506,0.027194512756266283
OR51B4,0.16830703802042124,2.2896499120769658,0.027201721048502422
SRRM4,0.16645417541391888,2.289544714610559,0.027208382333323546
CNBD2,0.16467116060044407,2.289003657352174,0.027242666063539447
ARHGEF15,0.16495348947379423,2.288833587676217,0.027253450391645746
TFR2,0.16892712441755348,2.2887728349568994,0.027257303721944178
SAMD14,-0.17692256683207147,-2.2887065572620786,0.02726150803758849
MS4A6E,0.1665789688545804,2.2886685610795983,0.02726391858125163
KCTD4,0.16763819210763548,2.2886638405244497,0.027264218074761707
C19orf43,-0.19248667660384267,-2.2885556849110222,0.027271080765222912
NDUFA7,-0.20196219363560697,-2.288373417063125,0.027282649520682854
RIT2,0.15966122944574612,2.2883696353528316,0.027282889596763286
DEFA1,0.17210980073100446,2.288163612147306,0.027295971519289926
MLC1,0.169149161412192,2.2880778890521682,0.027301416358814085
RORC,-0.1647129841408118,-2.2877735233467504,0.027320756480142726
IFNL1,0.1614076261963584,2.2877055357497382,0.02732507824736708
ANKRD13A,-0.16885603646801584,-2.287539601373104,0.027335628763766197
UGT2B17,0.16702653554476926,2.2874173175085377,0.027343406204160373
MRPS23,-0.2033017234681307,-2.28711861636461,0.02736241237261164
DPP6,0.16340555257135853,2.2867211695259635,0.02738771998305862
MPI,-0.16745110796223905,-2.286435074180924,0.02740595018806521
TCERG1L,0.17083615640083544,2.286251104300112,0.02741767861413503
MTHFD1,-0.16878779559238966,-2.286024473649105,0.027432132913354692
CCNYL1,-0.16431880825159828,-2.285959243034763,0.027436294525740455
TBCD,-0.1717117624059542,-2.2859185826986392,0.027438888877905465
FBXO4,-0.17849992130274817,-2.2852693027805238,0.02748034621653978
DCLRE1A,-0.19107273846341566,-2.285096554161113,0.027491385859955437
OFD1,-0.17352194836417556,-2.2847767634084737,0.027511832815762197
FBXL20,-0.16857180772578673,-2.2845652811132022,0.027525362152957936
DUSP7,0.16838137504221734,2.284419327657489,0.027534702826148214
AZGP1,0.17440026209953002,2.284185035513744,0.02754970288961424
CYP26B1,-0.20862644941039643,-2.283810720240897,0.02757368279770581
GRHL2,0.17889318303685425,2.283688135938335,0.027581540019060775
SLC6A14,0.17809074132519337,2.2833479708170086,0.02760335388610421
NFKBIA,-0.27596690768619025,-2.2830082257685054,0.027625156205298925
H1FNT,0.1623534458846459,2.282966315586633,0.027627846756294365
DNAL4,-0.18832153191787337,-2.2828491825533908,0.027635367708009617
TDRP,0.17045218274431323,2.282325467632643,0.02766901711181851
RAB3D,0.17989304273893347,2.281902323643719,0.02769623143496297
SMG7,0.1753731272022629,2.281640162251109,0.02771310423084629
TMEM129,-0.18553088241769444,-2.2816211479266615,0.027714328356410942
CLEC4E,0.15963135817111845,2.281498738325777,0.027722210136304253
PHACTR3,-0.18349099864224838,-2.2814520125457416,0.02772521927095676
PLCD4,-0.16125263957346392,-2.281298559466011,0.027735103684448686
SLIT2,-0.18106560263121485,-2.2812954241020704,0.02773530567629336
ASB6,0.19022970534759714,2.2810476378936757,0.02775127314627846
ADD2,0.18193480993268835,2.2805087983042136,0.02778602460308214
TP53I11,0.18172379822115053,2.2803429447847563,0.027796728840967715
APOL2,0.17780858233809238,2.2802850004354083,0.027800469455805655
SBSN,0.17593980287858246,2.280249383715918,0.027802768927006668
ARSB,0.16535884896796943,2.279639699505339,0.027842157457311164
CXCR1,0.19402905810601911,2.2793862529207103,0.027858545990766776
ELMOD3,-0.3295789508638993,-2.279194777186932,0.02787093303831736
PCDHGA3,0.17305455212393722,2.2790988843064346,0.02787713843946903
PBX2,-0.1816202461341727,-2.278951693995908,0.027886665791331745
BTG4,0.16938844564537403,2.2787177816364665,0.02790181248335647
TCF19,0.16774926730148737,2.2781574773229827,0.027938124157253226
DHRS1,-0.15306218224747792,-2.2780328921414674,0.027946203891237267
SLAMF7,0.17171539536654007,2.2775543376565612,0.02797725904091277
RFXANK,-0.1741482663938173,-2.2774310759580616,0.027985262934304044
HPDL,0.1715220363552704,2.2774205066658895,0.027985949337495663
TMEM151A,0.1695838388652619,2.2773309696723607,0.027991764755824124
RAD54L,0.16556741481594173,2.277211247155142,0.02799954240746516
PTGES2,-0.1933635091996333,-2.2764831421735026,0.02804688459073348
SETDB2,-0.17652545471577796,-2.276121815118605,0.028070405006601202
PUS1,-0.16985439184678197,-2.276076112731324,0.02807338123693712
SFXN2,0.1585713737521049,2.276067753254166,0.028073925653203356
PIM2,0.1664055127981267,2.275922993400836,0.028083354726383868
CLDN18,0.15479671468366657,2.2755681807277606,0.028106477757489385
EPHA1,0.17990745570908312,2.2752596017505673,0.028126601576751502
TBC1D29,0.1633444417686199,2.274997668653161,0.0281436935055372
APOBEC2,-0.17261169297118717,-2.274887437588868,0.028150889189562777
ARHGAP32,-0.16370043723775818,-2.2746399082846716,0.02816705344151119
ATP1A3,0.17365735652861752,2.274177491597507,0.028197272558322297
PHACTR4,-0.1775434007774332,-2.2741069926705206,0.0282018822342519
XCL2,0.18043446093260823,2.273712920116511,0.02822766164392606
CLDND2,0.15666888767555848,2.273561728633332,0.028237557861632276
OR4C13,0.1723209435911271,2.273446912334432,0.028245075216299074
FBP1,0.17097405113289998,2.273346927228372,0.02825162298560083
YTHDC2,-0.1681657860421798,-2.27324536212613,0.028258275612515732
ZNF681,0.16049666018972852,2.2723536293453144,0.028316745182741573
