gene,log2FC,lfcSE,stat,pvalue,padj
AL606491.1,0.8543885645663067,0.9696977150067826,0.8810875300044723,0.378270446100488,
MAN1C1,0.21390022101585354,0.34560208150268185,0.6189205229488576,0.5359687177402739,0.9902214277001209
AL020996.1,-1.5981744609644741,0.5432896564203495,-2.9416618595218536,0.0032645618517915848,0.2593971814488784
MTFR1L,0.8295750713429407,0.6787372996650239,1.222232919499723,0.22161955828348134,0.9410621073810801
STMN1,0.9190417070802398,0.8781652982007371,1.0465475110019196,0.29530832132042495,0.9623540568593023
PAFAH2,-0.12987809881822682,0.3524196304406857,-0.368532532242372,0.7124761921929949,0.9933405910444283
EXTL1,-2.7292295848568533,1.1339041101770164,-2.406931556523582,0.016087184486740742,
TRIM63,-2.270495793578912,0.8287477882332367,-2.739670410969375,0.006150082318949331,0.34957712599351254
PDIK1L,0.41516525976521207,0.4804603434430809,0.8640989114523991,0.3875335569463194,0.9841533258370131
ZNF593,1.2074710139425184,0.9001188246120373,1.3414573508813725,0.1797720079190891,0.9319438035563508
CNKSR1,-0.813794369218127,0.57958618231666,-1.4040955323767639,0.16029040381571769,0.9215729791414874
AL355877.1,0.006884645355825843,0.8530235322827564,0.008070873891839777,0.9935604442406328,
CEP85,-0.7999646893407117,0.39433556333505215,-2.0286394728770927,0.04249502498732577,0.6645168884172609
SH3BGRL3,1.1879270010499197,0.8264123523391288,1.4374506838959236,0.15058997610572375,0.9124501169618461
UBXN11,-0.10624117230076963,0.47238127346093284,-0.2249055546219828,0.8220527480293228,0.9964138064944252
DHDDS,0.13555684602455254,0.2760175656963995,0.4911167362937177,0.6233438849362306,0.990355199561875
HMGN2,0.19968425161005351,0.6726730696210053,0.2968518595854578,0.7665796107569299,0.9961507761638594
RPS6KA1,-0.46780977162298404,0.5213600796050204,-0.8972872874681816,0.3695656382021554,0.9796852191205545
ARID1A,0.31820880422465075,0.1483674106199421,2.1447351739512004,0.03197402690539771,0.6039990480295185
PIGV,0.7409987744897036,0.8357004964340237,0.8866798304555076,0.3752513003888365,0.9818899569453388
ZDHHC18,0.07503658503393948,0.30753508950530334,0.24399357209820274,0.8072357982238532,0.9964138064944252
GPN2,0.36678675209817485,0.2982803851018175,1.2296710424755983,0.2188203147732256,0.9395439529872179
GPATCH3,-0.3300982194878246,0.36288848897008913,-0.9096409214430408,0.36301191016551393,0.9784303035411945
NUDC,0.4027400503559265,0.5548288453745396,0.7258816006295692,0.4679113569132205,0.9882462398351648
TRNP1,-0.51840501229186,0.5412635138768128,-0.9577682570524138,0.33817962905134324,0.9762190831593915
SLC9A1,-0.1963684379894507,0.27137615862089487,-0.7236023937672876,0.4693098713803734,0.9882462398351648
CHCHD3P3,-0.6172200051437406,1.0473669758283763,-0.5893063457109418,0.5556557887908155,
NPM1P39,-0.16551696176051098,0.8198842867560603,-0.20187844118270945,0.840011756511894,0.9964138064944252
WDTC1,-0.28254432245807304,0.21003773325169325,-1.3452074447951379,0.1785582527048506,0.9319438035563508
TMEM222,0.3373266959460055,0.42200847365234767,0.7993363095924387,0.4240954302498773,0.9852075250955057
MAP3K6,-0.7278407703969378,0.278160029093096,-2.616626021970038,0.008880357678488365,0.39759873142684093
WASF2,0.0024492513065744697,0.2555964319418864,0.009582494121558562,0.9923543928952211,0.9996307528164792
AHDC1,-0.32654943179665247,0.3281481972235926,-0.9951279164704636,0.31967405471026666,0.9704632319300046
